CustomerID,Recency,Frequency,Monetary,IsGuest,Cluster,Cluster_Name,PC1,PC2
12346.0,326,1,77183.6,False,4,Frequent Mid-to-High Value Customers,4.931598750943278,5.788618584618001
12347.0,2,7,4310.0,False,0,Casual Buyers,0.9537638324572112,-0.7263806388967405
12348.0,75,4,1797.24,False,0,Casual Buyers,0.20003689693326446,-0.3337204838710931
12349.0,19,1,1757.55,False,0,Casual Buyers,0.09990637613002684,-0.8365004646411277
12350.0,310,1,334.4,False,1,Inactive Customers,-1.0480538811301634,1.4131288866827252
12352.0,36,8,2506.04,False,0,Casual Buyers,0.789799861069444,-0.5365420440404386
12353.0,204,1,89.0,False,1,Inactive Customers,-0.6898940792682207,0.5514609546091405
12354.0,232,1,1079.4,False,1,Inactive Customers,-0.7117967880751865,0.8302282366618144
12355.0,214,1,459.4,False,1,Inactive Customers,-0.6964057864680145,0.6519429216714419
12356.0,23,3,2811.43,False,0,Casual Buyers,0.3660561724433286,-0.71122762275854
12357.0,33,1,6207.67,False,0,Casual Buyers,0.399620137453003,-0.47852743680951493
12358.0,2,2,1168.06,False,0,Casual Buyers,0.21293764778260665,-0.9875881520215203
12359.0,58,4,6372.58,False,0,Casual Buyers,0.6199692137498294,-0.21685711113199005
12360.0,52,3,2662.06,False,0,Casual Buyers,0.2510620375286501,-0.4874547178788337
12361.0,287,1,189.9,False,1,Inactive Customers,-0.9775080135636861,1.2211196372702218
12362.0,3,10,5226.2300000000005,False,0,Casual Buyers,1.318587550596719,-0.6152083610757414
12364.0,8,4,1313.1,False,0,Casual Buyers,0.400575208258629,-0.8965451433198399
12365.0,291,2,641.38,False,1,Inactive Customers,-0.8574820563751097,1.2955873395855881
12367.0,4,1,168.9,False,0,Casual Buyers,0.028526253082454458,-1.044320339076071
12370.0,51,4,3545.69,False,0,Casual Buyers,0.42283765076919083,-0.4291069149907078
12371.0,45,2,1887.96,False,0,Casual Buyers,0.11637593862682435,-0.6037566665661941
12372.0,72,3,1298.04,False,0,Casual Buyers,0.07270173922664055,-0.4028246952203238
12373.0,311,1,364.6,False,1,Inactive Customers,-1.0492423444860417,1.422799034931402
12374.0,25,1,742.9300000000001,False,0,Casual Buyers,-0.001157924452688744,-0.8445728363350055
12375.0,11,2,457.5,False,0,Casual Buyers,0.12507557205315747,-0.9548520930410933
12377.0,315,2,1628.1200000000001,False,1,Inactive Customers,-0.8654293826110205,1.542148384830374
12378.0,130,1,4008.62,False,0,Casual Buyers,-0.1185085300811208,0.1760262690224813
12379.0,82,2,852.24,False,0,Casual Buyers,-0.09672812954746464,-0.364964645535912
12380.0,22,4,2724.81,False,0,Casual Buyers,0.46161713948784083,-0.7065057724934303
12381.0,5,5,1845.31,False,0,Casual Buyers,0.5518676746876402,-0.8736223828526436
12383.0,185,5,1850.56,False,1,Inactive Customers,-0.08864958644756482,0.5668454333624151
12384.0,29,2,585.27,False,0,Casual Buyers,0.07101913855000916,-0.8037724494340006
12386.0,338,2,401.9,False,1,Inactive Customers,-1.0436474375867428,1.6583976076730031
12388.0,16,6,2780.6600000000003,False,0,Casual Buyers,0.6849773305639221,-0.7164041598682316
12390.0,80,1,549.84,False,0,Casual Buyers,-0.21216506155430234,-0.41519068626388755
12391.0,22,1,460.89,False,0,Casual Buyers,-0.012630444065824732,-0.8841642162731504
12393.0,72,4,1582.6,False,0,Casual Buyers,0.19385875212416073,-0.3695866494760341
12394.0,64,2,1272.48,False,0,Casual Buyers,0.0003753415871039959,-0.4857556436424235
12395.0,19,12,3018.63,False,0,Casual Buyers,1.2858143776656472,-0.5741864659925925
12397.0,36,2,2409.9,False,0,Casual Buyers,0.18942162006047877,-0.6469177986553591
12398.0,46,1,1635.6599999999999,False,0,Casual Buyers,-0.005807721423364775,-0.6272107073626025
12399.0,119,4,1108.65,False,0,Casual Buyers,-0.010724612177998432,-0.019735595108298476
12401.0,303,1,84.3,False,1,Inactive Customers,-1.042774582815812,1.3432988905637255
12402.0,323,1,225.60000000000002,False,1,Inactive Customers,-1.1028896544115028,1.5111283144100516
12403.0,50,1,427.70000000000005,False,0,Casual Buyers,-0.11493773901017035,-0.6619710015695032
12405.0,149,1,1710.39,False,0,Casual Buyers,-0.36669175622299716,0.20102129166139698
12406.0,22,2,3415.3,False,0,Casual Buyers,0.31824743783088805,-0.7033629140376889
12407.0,50,5,1708.12,False,0,Casual Buyers,0.38085877266354995,-0.5211604955375229
12408.0,33,5,2888.55,False,0,Casual Buyers,0.5341156300445478,-0.5919346211951254
12409.0,79,3,11072.67,False,0,Casual Buyers,0.8155890826370601,0.19342838210093855
12410.0,309,2,693.3299999999999,False,1,Inactive Customers,-0.9174942687750195,1.442476393419038
12412.0,75,3,1226.88,False,0,Casual Buyers,0.056429849629328475,-0.38275476487398424
12413.0,67,3,758.1,False,0,Casual Buyers,0.04809221422145727,-0.47267224451647194
12414.0,217,3,562.41,False,1,Inactive Customers,-0.5013875869001462,0.7166599612971775
12415.0,24,21,124914.53,False,3,VIP/Wholesale Customers,11.732362705618398,6.360627511260846
12417.0,3,9,3649.1,False,0,Casual Buyers,1.0958971543097626,-0.7198870639516282
12418.0,113,1,668.58,False,0,Casual Buyers,-0.32034162033193,-0.1445953289914887
12420.0,64,1,600.39,False,0,Casual Buyers,-0.15122275540250263,-0.5404125663977902
12421.0,16,4,807.04,False,0,Casual Buyers,0.3323376458332239,-0.8605073067126741
12422.0,96,3,803.5600000000001,False,0,Casual Buyers,-0.05159772124114991,-0.2381310383231431
12423.0,1,8,1859.31,False,0,Casual Buyers,0.8636234249769669,-0.8523215104223998
12424.0,163,2,1760.96,False,1,Inactive Customers,-0.3137651060873026,0.3333404704256572
12425.0,78,1,777.2,False,0,Casual Buyers,-0.1871841393884164,-0.4186264178276677
12426.0,195,1,582.73,False,1,Inactive Customers,-0.6190643371998742,0.5067406489837781
12427.0,22,3,825.8,False,0,Casual Buyers,0.21364256869165726,-0.8289748609712715
12428.0,26,9,7956.46,False,0,Casual Buyers,1.3523504128072887,-0.29779553354324884
12429.0,9,4,3750.4,False,0,Casual Buyers,0.5884681928372626,-0.753833994752831
12430.0,43,1,256.4,False,0,Casual Buyers,-0.10346857816528851,-0.7274457025927091
12431.0,36,15,6487.45,False,4,Frequent Mid-to-High Value Customers,1.7941764844214352,-0.19391612941251374
12432.0,43,5,5059.32,False,0,Casual Buyers,0.6690257858408309,-0.3919457679448316
12433.0,1,7,13375.87,False,0,Casual Buyers,1.6694627383014262,-0.2333087939728964
12434.0,85,2,806.14,False,0,Casual Buyers,-0.11103151717758017,-0.34350964291672237
12435.0,80,2,7829.89,False,0,Casual Buyers,0.45849856852214615,0.0046897870143190684
12436.0,100,1,509.01,False,0,Casual Buyers,-0.28658672785412387,-0.25742763165356264
12437.0,2,18,4951.41,False,4,Frequent Mid-to-High Value Customers,2.0909957919332665,-0.49831595131432677
12438.0,14,2,2906.85,False,0,Casual Buyers,0.3067936622379136,-0.7954729641935032
12441.0,367,1,173.55,False,1,Inactive Customers,-1.2636499567310935,1.8602949232271155
12442.0,3,1,172.06,False,0,Casual Buyers,0.03233519631166374,-1.0521466720405384
12444.0,21,5,5005.46,False,0,Casual Buyers,0.7431308460329688,-0.5709443356620878
12445.0,22,1,133.4,False,0,Casual Buyers,-0.03835529279835486,-0.9022646679345898
12446.0,58,1,1002.3100000000001,False,0,Casual Buyers,-0.09828699254130899,-0.566204272180977
12447.0,243,1,476.49,False,1,Inactive Customers,-0.7983242295447226,0.8849161110898005
12448.0,44,1,449.45,False,0,Casual Buyers,-0.09186492079658727,-0.7087747953802004
12449.0,22,4,4067.29,False,0,Casual Buyers,0.5670710309851295,-0.632306577567023
12450.0,156,2,197.88,False,1,Inactive Customers,-0.4116224283990387,0.19094175152905635
12451.0,11,5,9035.52,False,0,Casual Buyers,1.095305528754304,-0.4282118121503335
12452.0,17,2,430.57,False,0,Casual Buyers,0.10159585678490242,-0.9083345990856778
12453.0,134,1,707.09,False,0,Casual Buyers,-0.39209172657709346,0.025553853575727155
12454.0,56,1,3528.34,False,0,Casual Buyers,0.10725803245521315,-0.4425919558025273
12455.0,73,6,2466.86,False,0,Casual Buyers,0.4573667946324766,-0.2776917068885826
12456.0,44,3,3181.04,False,0,Casual Buyers,0.32031448604408636,-0.5227784629550648
12457.0,66,7,2363.23,False,0,Casual Buyers,0.5729559216204786,-0.32191592502697425
12458.0,71,2,947.4,False,0,Casual Buyers,-0.05008524010682155,-0.44771598550817676
12461.0,94,2,826.88,False,0,Casual Buyers,-0.14144884076772957,-0.2703544557186076
12462.0,19,2,1189.59,False,0,Casual Buyers,0.15409661739648473,-0.8503814058900601
12463.0,53,4,1344.78,False,0,Casual Buyers,0.24283130731995317,-0.5347497701820461
12464.0,10,8,1212.05,False,0,Casual Buyers,0.7807336626762305,-0.8160868451023316
12465.0,17,2,742.1899999999999,False,0,Casual Buyers,0.12607409234028133,-0.8911112861700538
12468.0,188,2,729.5400000000001,False,1,Inactive Customers,-0.4838027587886993,0.47635831033511417
12471.0,2,30,19824.05,False,4,Frequent Mid-to-High Value Customers,4.4449173792645995,0.5338226126424613
12472.0,32,7,6572.11,False,0,Casual Buyers,1.0246344809722032,-0.36132366310704794
12473.0,29,5,3938.5499999999997,False,0,Casual Buyers,0.6308376440105086,-0.5659048144670514
12474.0,17,18,7375.79,False,4,Frequent Mid-to-High Value Customers,2.2280238060041904,-0.2443050772549225
12475.0,54,1,723.38,False,0,Casual Buyers,-0.10595449650298344,-0.6136247485957063
12476.0,16,11,6816.42,False,0,Casual Buyers,1.4960144660892705,-0.4057949987419015
12477.0,23,6,13219.74,False,0,Casual Buyers,1.4800582546648349,-0.08342677002920251
12478.0,4,1,680.99,False,0,Casual Buyers,0.06875171885985637,-1.0160170006800695
12479.0,11,1,527.2,False,0,Casual Buyers,0.03174623301433869,-0.9685101027367051
12480.0,28,4,3281.63,False,0,Casual Buyers,0.48399189442513246,-0.6277242745764733
12481.0,23,10,5596.32,False,0,Casual Buyers,1.2764442892594041,-0.4347336584861845
12483.0,17,8,2484.98,False,0,Casual Buyers,0.8557992513174922,-0.6897247870184782
12484.0,33,6,4541.72,False,0,Casual Buyers,0.7627790865703561,-0.48305316909228263
12488.0,10,3,1298.66,False,0,Casual Buyers,0.2935151007547182,-0.8988516173448247
12489.0,336,1,334.93,False,1,Inactive Customers,-1.1405909770102969,1.6211838400973457
12490.0,5,10,5417.93,False,0,Casual Buyers,1.3265244430506815,-0.5886110817601437
12491.0,39,1,460.40000000000003,False,0,Casual Buyers,-0.07320117969207704,-0.74817452087785
12492.0,63,2,263.21,False,0,Casual Buyers,-0.07534366596775792,-0.5495392280514878
12493.0,166,2,433.74,False,1,Inactive Customers,-0.42870246180260857,0.28398766018795596
12494.0,16,7,1246.1,False,0,Casual Buyers,0.6632396388099407,-0.7837093173556667
12497.0,82,1,1043.1,False,0,Casual Buyers,-0.18054016218781824,-0.3719261126705297
12498.0,21,3,403.70000000000005,False,0,Casual Buyers,0.18404667766029142,-0.8603054171900176
12500.0,23,11,4257.82,False,0,Casual Buyers,1.2701074153700902,-0.4912025322619283
12501.0,337,1,2169.39,False,1,Inactive Customers,-1.0000520118213194,1.7305758757766874
12502.0,96,5,3723.87,False,0,Casual Buyers,0.3754059350508141,-0.04170410576503598
12504.0,18,2,482.04999999999995,False,0,Casual Buyers,0.10207897051848717,-0.8974883000801679
12506.0,233,1,73.5,False,1,Inactive Customers,-0.7943725175209437,0.7826328868298859
12507.0,134,3,1304.81,False,0,Casual Buyers,-0.14753112631031243,0.0936106739950134
12508.0,26,2,398.27,False,0,Casual Buyers,0.06701215871988841,-0.8381109455408738
12509.0,284,1,176.5,False,1,Inactive Customers,-0.9678784434534508,1.1963760552322544
12510.0,143,2,982.5699999999999,False,0,Casual Buyers,-0.3036944446385097,0.13029892789177927
12512.0,66,2,138.03,False,0,Casual Buyers,-0.09585891056379145,-0.5324549961959448
12513.0,113,1,612.29,False,0,Casual Buyers,-0.32476328736040144,-0.14770649093237978
12514.0,267,1,1017.68,False,1,Inactive Customers,-0.8412702010912652,1.1068514998633834
12515.0,353,1,383.7,False,1,Inactive Customers,-1.1972922630394183,1.7598961476299406
12516.0,78,2,1312.06,False,0,Casual Buyers,-0.046365672285417325,-0.37155423042757696
12517.0,28,5,2502.84,False,0,Casual Buyers,0.5216211113602235,-0.6532578410163465
12518.0,1,5,2056.89,False,0,Casual Buyers,0.5827304939474178,-0.8939322527009047
12519.0,64,1,340.84000000000003,False,0,Casual Buyers,-0.1716108114913243,-0.554757957795166
12520.0,79,5,2634.2599999999998,False,0,Casual Buyers,0.35034762061956515,-0.23794389232689148
12521.0,143,1,599.6800000000001,False,0,Casual Buyers,-0.4325754319348502,0.09162615921894415
12522.0,39,2,192.72,False,0,Casual Buyers,0.004576522496559067,-0.7454589137592077
